"","lon","lat","address","1","2","3","4","5","6","7","8","9","10","1","2","3","4","5","6","7","8","9","10","1","2","3","4","5","6","7","8","9","10"
"1",127.0516132,37.475978,"65 gaepo-ro 22-gil, gangnam-gu, seoul, south korea",14.6024632327056,14.7940321348152,14.7503521194713,13.927100988134,15.5495470067173,13.4103995401219,14.6091301672984,14.6415281676953,15.4765750211064,14.6485216476777,"2호선","5호선","2호선","5호선","5호선","1호선","1호선","2호선","2호선","9호선","문래","영등포구청","영등포구청","영등포시장","양평","영등포","신도림","신도림","도림천","당산"
"2",127.0391179,37.5958295,"36 wolgok-ro, jongam-dong, seongbuk-gu, seoul, south korea",12.085029667573,13.0975930317118,13.0267716798382,13.0571069743934,12.4521802461867,12.5963005706941,13.4922785347346,13.0724138526497,13.841227390302,10.3778966151344,"5호선","9호선","5호선","9호선","1호선","9호선","1호선","9호선","1호선","5호선","여의나루","샛강","여의도","여의도","노량진","노량진","대방","국회의사당","신길","마포"
"3",126.9064243,37.4463538,"24-17 siheung-dong, geumcheon-gu, seoul, south korea",5.31592845554706,5.24151565190658,5.99405910656912,7.06388788251016,7.0807467648667,6.63899523198696,4.3686888027858,4.70982142449108,4.61537132576304,4.41150841589279,"2호선","7호선","7호선","1호선","2호선","1호선","2호선","7호선","2호선","1호선","대림","대림","신풍","신도림","신도림","구로","구로디지털단지","남구로","신대방","가산디지털단지"
"4",127.1165911,37.5011923,"42 songi-ro, songpa-gu, seoul, south korea",19.5793779111294,19.4216309065241,20.6857145707136,19.8949672094872,19.9259737393626,20.3329394312236,19.0829330507073,18.2146663119021,21.8012462580564,20.782087015958,"2호선","7호선","1호선","1호선","2호선","7호선","2호선","7호선","1호선","1호선","대림","대림","구로","신도림","신도림","남구로","구로디지털단지","신풍","구일","가산디지털단지"
"5",126.9095726,37.5743151,"100-35 susaek-ro, bukgajwa 1(il)-dong, seodaemun-gu, seoul, south korea",9.12888684170425,9.10398098457853,9.91178251445776,10.0441322003797,10.6337260926809,10.7292457576325,9.65876649777569,8.2435934022284,8.30686171269759,7.46951232870752,"7호선","2호선","2호선","7호선","1호선","7호선","2호선","7호선","1호선","1호선","대림","대림","구로디지털단지","남구로","가산디지털단지","가산디지털단지","신대방","신풍","구로","신도림"
"6",127.1777318,37.5639542,"40 arisu-ro 98-gil, gangdong-gu, seoul, south korea",23.6946108170615,23.5079642056993,24.3901948313374,24.4633394863128,22.8394464229813,22.8129743011136,22.8154291979014,22.5575718767354,23.2597701868939,25.4646050519393,"5호선","1호선","1호선","5호선","9호선","5호선","1호선","9호선","9호선","2호선","신길","신길","영등포","영등포시장","여의도","여의도","대방","샛강","국회의사당","문래"
"7",127.0596014,37.4846776,"402 gaepo-ro, gangnam-gu, seoul, south korea",19.5926475679134,19.0879370474335,20.9102169784376,21.0385720028821,18.1365583711218,17.7284841049735,21.8637630233098,16.943016338097,22.0352310642979,16.8164762414892,"7호선","1호선","7호선","1호선","7호선","1호선","1호선","7호선","7호선","1호선","천왕","오류동","온수","온수","광명사거리","개봉","역곡","철산","까치울","구일"
"8",127.05525,37.5161265,"643 yeongdong-daero, gangnam-gu, seoul, south korea",18.8321672895303,17.8463477276309,16.713594360541,17.4764603780017,17.6035756011734,19.4561806258565,16.5312534387919,18.4409226381845,16.77979938006,20.6807608109698,"1호선","2호선","2호선","1호선","5호선","7호선","1호선","2호선","5호선","7호선","오류동","신정네거리","양천구청","개봉","신정","천왕","구일","까치산","목동","온수"
"9",127.0660933,37.486824,"29 samseong-ro, gangnam-gu, seoul, south korea",13.1028567114817,13.086978815058,12.5566200281496,13.4961149383193,12.6166384833243,13.7249436028098,13.8690930550324,12.5793316863789,14.3072856175438,11.4412071774339,"9호선","5호선","9호선","1호선","1호선","5호선","9호선","5호선","1호선","9호선","여의도","여의도","샛강","신길","대방","신길","국회의사당","여의나루","영등포","노량진"
"10",127.0149147,37.586143,"49 bomun-ro 29-gil, seongbuk-gu, seoul, south korea",19.0738764449002,18.24979980924,18.4764451017641,19.9132645198167,20.0642992183191,17.1182069027705,21.1280216892693,17.8279340691289,16.2626368907086,20.0303270858912,"7호선","1호선","7호선","7호선","1호선","1호선","1호선","7호선","1호선","7호선","천왕","오류동","광명사거리","온수","온수","개봉","역곡","철산","구일","까치울"
"11",126.9717423,37.5872659,"9 jahamun-ro 28ga-gil, cheongun-dong, jongno-gu, seoul, south korea",16.1971572653653,15.3043918897754,12.919814197635,12.232116018653,17.8637983045439,14.2755068540447,14.1883511437267,12.0491067202069,13.5364356378049,12.409437558612,"1호선","1호선","2호선","2호선","1호선","7호선","1호선","2호선","7호선","7호선","금천구청","독산","구로디지털단지","신대방","석수","가산디지털단지","가산디지털단지","신림","남구로","대림"
"12",126.8657015,37.4964627,"31 gyeongin-ro 46-gil, guro-gu, seoul, south korea",5.20075358321456,7.4053947668273,3.93650565632848,9.441351652814,5.78083888203608,3.36447952820215,4.31504408546666,6.88988636916564,2.31473819833742,2.2520821653723,"1호선","1호선","1호선","1호선","2호선","2호선","2호선","2호선","7호선","1호선","금천구청","석수","독산","관악","신림","구로디지털단지","신대방","봉천","가산디지털단지","가산디지털단지"
"13",127.0475745,37.5436777,"27 seongsuil-ro, seongsu-dong 1(il)-ga, seongdong-gu, seoul, south korea",16.7453449835316,17.5246293164378,16.423071539753,18.4908262091965,16.197960516048,16.143205411982,20.0451496400728,14.4435343626518,17.5404367865523,15.561487145613,"1호선","1호선","1호선","1호선","7호선","1호선","1호선","2호선","7호선","7호선","금천구청","석수","독산","관악","가산디지털단지","가산디지털단지","광명","구로디지털단지","철산","남구로"
"14",126.8506504,37.5085758,"162 jungang-ro 15-gil, guro-gu, seoul, south korea",3.07200167410955,3.22203338490506,2.57168522798613,1.73081801342863,3.48009286211888,4.29243599584988,4.72151988116088,1.74460695233032,3.24092616504501,5.68005531304686,"7호선","1호선","7호선","1호선","7호선","1호선","7호선","1호선","7호선","1호선","온수","온수","천왕","오류동","까치울","역곡","부천종합운동장","개봉","광명사거리","소사"
"15",126.8063749,37.5686983,"495 gaehwadong-ro, gangseo-gu, seoul, south korea",24.9615278721602,24.3430408554202,25.7198488603497,24.2291359681697,24.3297631107073,24.3693686479955,23.4400927889729,23.4229365380087,23.3413057807248,23.3043697079548,"6호선","7호선","6호선","6호선","7호선","7호선","6호선","1호선","경춘선","1호선","화랑대","태릉입구","봉화산","태릉입구","공릉","먹골","석계","석계","광운대","광운대"
"16",126.882934,37.5214974,"26 yeongdeungpo-ro 6-gil, yeongdeungpo-gu, seoul, south korea",20.1989790157775,20.6109768799197,20.6177888667008,21.5545524373818,21.0686240294573,21.8754041390801,19.4391846133648,19.9004974809809,20.7295073988148,22.1887901510578,"1호선","1호선","4호선","7호선","7호선","4호선","4호선","1호선","7호선","7호선","녹천","창동","창동","노원","중계","노원","쌍문","월계","하계","마들"
"17",127.1018748,37.5413179,"554-11 gwangjang-dong, gwangjin-gu, seoul, south korea",11.9932682912583,13.1322967703698,12.3193381182653,13.2311219939944,13.3151762527118,13.3272072074503,11.0018018096896,10.9471033798831,13.5252301910286,14.3099939235109,"7호선","7호선","1호선","4호선","1호선","4호선","7호선","1호선","4호선","7호선","중계","노원","녹천","노원","창동","창동","하계","월계","상계","마들"
"18",127.0855989,37.5293846,"31 jayang-ro 3ga-gil, gwangjin-gu, seoul, south korea",16.7079159949899,15.2965395884409,15.77950815586,17.0522172344917,18.1322331412758,18.1304200716667,14.2541172425337,14.118009009436,14.6551854581426,14.1684889518858,"7호선","7호선","1호선","1호선","7호선","1호선","4호선","7호선","4호선","4호선","수락산","마들","방학","도봉","도봉산","도봉산","노원","노원","상계","창동"
"19",126.8896924,37.4984981,"45 gamasan-ro 27-gil, guro-gu, seoul, south korea",21.1737904408367,21.9702665825038,20.5943449037452,20.6175698612092,21.4664141432802,22.4065087734093,21.6174113484997,21.1259439621408,20.2153964112467,20.1911218777573,"1호선","7호선","1호선","경춘선","7호선","7호선","1호선","7호선","6호선","1호선","월계","하계","광운대","광운대","공릉","중계","녹천","태릉입구","석계","석계"
"20",126.9502242,37.4924558,"57 seonghyeon-ro, sangdo-dong, gwanak-gu, seoul, south korea",21.1566246786214,22.4255245865801,22.5898608607423,21.4134039828011,19.8291622868556,19.8194094554767,23.4713195921911,23.4941120259226,20.5027181650106,20.7896119560835,"1호선","1호선","7호선","7호선","4호선","1호선","1호선","7호선","7호선","4호선","방학","도봉","수락산","마들","창동","창동","도봉산","도봉산","노원","노원"
"21",126.873852,37.4941106,"90-51 guil-ro, guro-gu, seoul, south korea",24.44247348295,22.2542747317364,23.399084096812,23.3916065663222,25.5674816103718,24.9858759752896,25.9379436371345,24.2884815447701,22.9166401365321,26.4917341653365,"1호선","4호선","4호선","1호선","1호선","7호선","7호선","7호선","1호선","1호선","방학","쌍문","창동","창동","도봉","마들","수락산","노원","녹천","도봉산"
"22",126.8744126,37.5022703,"17 gyeongin-ro 53ga-gil, guro-gu, seoul, south korea",21.5292425593774,22.6870552363088,22.6798164573161,23.701653152038,22.2272199247129,23.5940518190123,24.2688151727892,20.106258522608,23.9120708723094,24.8114483895448,"4호선","4호선","1호선","1호선","1호선","7호선","7호선","4호선","4호선","1호선","쌍문","창동","창동","방학","녹천","노원","마들","수유","노원","도봉"
"23",126.8442611,37.5106219,"213 sinjeong-ro, yangcheon-gu, seoul, south korea",25.8273565896423,26.6701624573644,26.7030987621154,26.2930202058466,24.8014678904821,25.4763636815032,27.9846319779583,23.9278323992438,23.9217017551388,25.2281075868494,"1호선","1호선","7호선","7호선","1호선","7호선","7호선","4호선","1호선","4호선","도봉","도봉산","도봉산","수락산","방학","마들","장암","창동","창동","노원"
"24",126.9055327,37.444959,"26 siheung-daero 38-gil, geumcheon-gu, seoul, south korea",26.2784512868283,25.6733730445273,27.3317660083416,27.0396406809625,28.1894353702628,24.9638216014751,25.6615919156117,24.9290093389116,26.3180370283082,26.3274235448738,"7호선","7호선","4호선","7호선","4호선","1호선","1호선","7호선","1호선","4호선","중계","하계","노원","노원","상계","월계","녹천","공릉","창동","창동"
"25",127.0518346,37.6638702,"855-25 sanggye-dong, nowon-gu, seoul, south korea",0.537297304087974,0.770022952826383,1.57239523457173,1.33188574417323,1.26801706200103,1.24229267770799,1.25302650159373,1.81488165053241,1.91338076110789,2.5201225743191,"7호선","1호선","7호선","4호선","7호선","4호선","1호선","1호선","4호선","4호선","마들","방학","수락산","노원","노원","창동","창동","도봉","상계","당고개"
"26",127.0498868,37.6855142,"849 madeul-ro, dobong-gu, seoul, south korea",3.42948907189672,3.06354531126001,3.4576684599104,3.5429344559427,2.36540146224623,4.681784500504,0.992819340038179,3.59823326037512,3.61005686648812,5.67339035781255,"4호선","4호선","4호선","7호선","7호선","7호선","7호선","4호선","1호선","7호선","상계","당고개","노원","노원","마들","중계","수락산","창동","창동","하계"
"27",126.9346016,37.4916205,"108 bongcheon-ro 21-gil, gwanak-gu, seoul, south korea",21.5644484750149,21.2695392475952,20.5287061899382,22.4321599443582,22.1379463223194,19.8893763672267,19.9502567885609,20.5348388585242,20.544145115069,23.6312292252363,"4호선","7호선","7호선","4호선","7호선","1호선","7호선","1호선","4호선","4호선","노원","노원","중계","상계","마들","녹천","하계","창동","창동","당고개"
"28",126.9056461,37.5033892,"16 dorim-ro 86-gil, yeongdeungpo-gu, seoul, south korea",22.4309264344866,23.4500158633103,21.9624883772474,23.1358801195595,22.9019285353558,21.9843502903533,24.0736458769379,21.6737604052951,24.1295025830897,24.1014540869081,"7호선","7호선","1호선","1호선","4호선","4호선","4호선","7호선","7호선","1호선","마들","수락산","방학","도봉","상계","노원","당고개","노원","도봉산","도봉산"
"29",127.0428051,37.6867707,"27 dobongsan-gil, dobong-gu, seoul, south korea",1.49689834333675,0.852702457677113,0.444715939812695,0.410272915816359,2.14917880912695,1.75165297626684,2.73756201985943,3.66989317249534,3.93665751959988,3.84429670246673,"7호선","1호선","7호선","1호선","1호선","7호선","7호선","4호선","4호선","4호선","수락산","도봉","도봉산","도봉산","방학","장암","마들","당고개","상계","노원"
"30",126.9108536,37.4760267,"64 munseong-ro, geumcheon-gu, seoul, south korea",22.059403075415,23.0883892792478,23.097347159857,20.6310573921266,22.4749625387857,24.3245328718685,23.8578765713923,19.5822261499669,23.1481142464408,24.694957938767,"4호선","1호선","4호선","4호선","1호선","1호선","7호선","4호선","7호선","7호선","쌍문","창동","창동","수유","녹천","방학","노원","미아","중계","마들"
"31",126.9652979,37.4823386,"51 solbat-ro, dongjak-gu, seoul, south korea",21.7344801599656,19.4567825070428,20.3381398378428,20.3278118598071,23.0302175192176,21.9001420706194,23.1316154849582,19.5802011067439,18.0833407345477,20.9328056649312,"1호선","4호선","4호선","1호선","1호선","7호선","7호선","1호선","4호선","7호선","방학","쌍문","창동","창동","도봉","마들","수락산","녹천","수유","노원"
